Compute_Cores,Data_Stored_TB,Network_Traffic_GB,Monthly_Cloud_Cost
50.4,100.1,4361.9,45931.91
19.0,292.7,2216.9,13318.25
53.0,85.9,4061.0,40960.16
28.3,184.5,1390.7,7442.28
43.4,351.5,119.3,5800.89
7.9,284.5,2527.8,15613.12
40.7,199.4,591.1,5527.03
30.0,215.9,3796.4,33847.8
38.4,285.4,1452.8,9570.99
12.4,12.9,2273.9,11990.72
47.7,48.5,526.5,5428.33
55.5,441.8,1504.6,13661.83
15.4,48.2,3929.3,33637.65
7.9,356.3,842.8,3782.3
3.5,460.8,3271.1,25564.02
41.8,142.6,4595.4,48660.24
39.6,191.5,3431.2,29298.09
35.9,288.8,4074.0,39502.79
16.4,442.0,634.0,3834.82
26.2,471.5,1328.6,8007.48
38.9,372.4,4483.2,48007.98
32.8,52.4,3604.0,30576.69
63.2,337.9,3233.8,31449.11
10.5,211.0,3352.5,25837.24
45.1,240.6,2129.6,15582.94
27.1,34.1,318.3,2571.2
28.5,103.6,3943.8,35508.22
46.5,397.4,3425.7,31736.45
44.9,232.4,2416.7,17619.06
63.5,157.8,4508.8,50897.87
10.0,198.2,1747.2,8508.72
8.5,428.7,1542.2,8179.71
46.9,377.0,4376.7,46545.36
37.9,143.4,4005.2,37925.8
19.0,67.6,2623.4,16329.43
6.9,133.5,740.6,2425.83
7.3,461.2,1153.9,6178.1
57.4,295.0,3315.5,31592.99
13.9,271.4,1986.7,10712.64
22.0,302.2,4198.7,39924.91
16.1,189.4,4754.8,49294.81
24.0,405.5,4047.6,38305.91
6.3,266.4,1950.0,10083.05
34.2,67.2,3964.6,36600.22
6.2,73.2,1822.1,8335.28
51.6,273.1,918.8,8794.28
16.5,468.9,263.6,3186.46
35.5,161.1,1990.0,12760.52
56.6,436.1,4527.4,50815.17
42.4,384.4,1271.0,9685.05
35.0,131.4,1111.9,6612.31
22.1,27.8,4852.1,50868.53
22.6,59.9,222.5,2200.24
43.5,367.0,3950.3,38864.06
63.6,107.8,1674.7,14498.65
43.0,191.9,283.7,5135.87
36.6,255.8,4597.2,49532.59
47.3,365.5,784.2,8237.71
30.8,65.5,2803.7,19820.0
5.7,209.1,1442.9,6016.36
36.9,247.7,419.4,4761.42
61.4,275.0,344.6,8608.96
12.9,411.0,666.2,4137.13
44.8,94.1,449.7,5188.55
14.5,405.8,3826.7,33701.93
35.2,349.5,2479.3,18016.31
8.0,282.4,1780.2,8833.37
29.9,352.8,2150.0,14213.26
48.9,211.9,4651.8,51161.64
23.5,77.8,4562.7,45766.31
43.2,336.2,3606.8,33507.41
51.3,267.1,4434.9,48003.75
59.5,323.3,1666.3,14552.23
16.5,175.6,1967.4,10545.94
26.8,454.4,3107.2,25068.07
11.4,297.8,3155.8,23283.52
63.5,51.8,2460.3,21136.53
59.5,230.4,2063.2,17672.03
35.5,380.6,4932.3,55914.98
54.2,399.1,4123.5,43719.99
34.3,252.4,2231.4,15096.38
40.7,448.4,3663.7,34476.39
7.5,141.2,1420.9,6027.73
48.8,211.2,590.8,6246.17
9.9,450.3,1826.9,9947.79
53.2,449.2,2074.6,17604.24
50.5,346.0,181.0,6492.67
45.9,430.9,4092.5,42032.79
4.2,53.5,1860.0,8290.89
20.8,433.8,2944.0,21941.53
18.3,167.1,462.4,2601.11
24.3,97.4,957.5,4373.85
7.4,127.3,4459.5,43549.63
60.1,214.8,3082.6,28231.86
36.3,133.1,4756.4,51507.31
20.9,167.1,4993.9,54524.75
26.6,76.1,1922.1,10310.17
29.7,155.1,1564.1,8720.58
39.2,290.4,4305.9,44072.85
34.0,226.5,4993.2,56062.71
59.0,179.9,3185.2,29402.14
32.8,375.8,3996.2,38087.87
63.5,447.8,3930.6,42367.73
54.8,380.8,1841.2,15542.76
14.9,172.7,2913.9,20029.1
59.7,374.8,4182.0,45612.27
9.2,84.5,3471.8,26796.05
52.7,73.9,203.7,5987.15
25.6,179.4,1749.9,9183.3
56.4,405.8,807.9,10115.86
55.8,130.7,1241.6,10327.71
52.0,41.0,4536.9,48829.91
51.0,74.5,280.8,5846.83
20.9,430.8,1177.0,6794.74
7.0,320.6,1616.9,8195.84
27.0,134.1,3122.7,23651.08
12.8,282.1,2717.1,18363.07
45.1,268.5,1169.5,9101.63
23.5,331.2,904.8,5410.97
62.5,124.3,1260.3,11644.96
41.7,433.6,2562.4,19898.18
53.0,161.6,1428.8,11444.45
10.2,350.1,4743.3,49570.6
55.4,17.9,2372.9,18289.49
59.2,192.6,388.1,7617.25
32.2,182.3,3673.4,32169.83
39.6,276.3,1711.3,11424.34
49.4,45.6,3302.1,28109.75
12.8,397.2,1470.0,7810.12
33.2,116.7,2896.6,21150.9
26.7,341.7,3883.5,36242.02
11.1,403.6,4647.2,47948.38
24.8,285.3,1379.5,7381.07
6.2,373.0,1740.8,8910.32
3.6,334.3,2374.9,14700.28
10.4,184.2,4643.2,46786.47
61.7,406.3,4516.8,52008.79
36.1,154.4,540.4,4626.1
61.9,289.9,746.5,9723.51
28.8,375.2,2528.0,18049.76
21.3,195.7,622.4,3769.13
33.4,158.4,1793.3,10751.32
29.2,235.1,827.1,5134.88
8.6,410.8,3216.6,25003.54
41.7,465.7,4752.5,53901.9
15.4,277.1,4984.0,54673.71
40.4,334.1,1938.7,13675.1
42.3,452.6,3035.2,26112.76
11.4,58.3,4295.7,39698.41
5.8,123.7,675.6,2379.82
50.4,357.4,3478.9,32449.34
30.5,413.6,2103.3,14032.34
5.6,429.9,1110.1,4708.12
63.7,213.4,2073.5,18309.54
5.6,53.8,472.2,1098.37
45.1,224.5,3507.5,31860.94
63.0,123.1,1338.4,12325.92
16.8,152.7,1625.9,8055.84
10.8,388.4,693.3,3521.11
9.5,47.0,4336.8,40755.87
20.8,415.5,2517.9,17757.6
8.3,219.6,2903.5,20019.2
44.9,302.1,2890.2,23933.98
5.9,53.9,2111.4,10602.7
33.6,175.3,1043.4,5957.94
63.8,54.0,3751.2,38008.55
52.5,481.2,722.6,8763.15
40.1,405.6,609.0,6339.7
21.0,235.2,3579.7,29382.33
40.7,119.6,1123.3,6953.29
34.7,467.4,1603.2,11086.71
28.4,178.9,2428.6,15960.9
10.1,88.9,2301.8,12710.03
57.0,286.0,3572.0,34934.95
29.9,472.4,3154.8,25461.46
14.1,11.9,3257.5,23546.3
24.8,126.7,3598.9,29734.84
27.7,469.8,1533.8,9508.9
53.3,93.8,1679.4,12578.42
47.5,65.5,2246.2,15807.93
49.7,289.4,1606.6,12109.78
2.7,432.3,4926.2,52852.14
27.8,243.8,4088.9,38492.7
31.8,497.3,906.8,6620.59
3.2,342.8,127.4,2059.01
18.1,46.3,309.6,1344.32
49.1,496.5,1295.9,11269.87
10.5,209.9,660.0,2739.87
35.2,150.8,2713.4,19964.64
15.3,283.4,4304.2,41555.01
2.8,159.1,3710.1,29936.4
17.0,52.4,1156.5,4119.03
62.5,10.7,2056.6,16814.76
51.7,230.3,2588.7,20808.42
61.5,420.1,4070.0,43575.27
32.2,290.4,4211.7,41726.91
8.8,499.6,4557.6,46943.05
36.0,150.6,2595.3,18462.46
30.2,147.4,3501.9,28982.41
54.4,88.3,647.8,7379.47
8.1,90.4,2869.9,18593.24
32.3,149.7,1318.6,7294.12
11.3,398.5,2215.4,13253.82
22.1,453.8,3206.8,26146.54
47.7,487.8,1359.2,10940.61
31.5,123.8,355.7,3627.97
25.3,441.8,150.1,3955.69
26.5,170.8,208.6,2652.31
30.5,65.3,140.9,2632.16
50.7,436.3,640.7,8521.11
57.3,321.7,1273.5,12053.18
61.2,90.7,1184.0,10925.93
50.8,220.6,4935.3,57097.39
21.6,150.8,1599.4,7961.8
44.7,371.0,724.4,7756.57
29.1,232.2,2773.3,20271.91
17.8,494.7,4304.0,42882.1
54.1,36.8,3422.5,31149.67
4.4,184.0,1550.8,6946.48
57.9,246.1,2851.9,25551.6
30.6,256.5,3602.8,31098.01
41.5,164.8,3667.7,32787.66
42.9,367.3,3366.0,29962.97
57.5,438.6,4367.0,48571.95
41.5,470.0,4363.5,45907.97
40.1,404.5,2936.8,23919.21
6.1,426.8,2206.3,13922.94
34.1,279.8,3243.7,26679.09
11.3,414.7,4109.2,38558.31
47.7,158.7,127.7,5104.8
33.8,205.3,4960.8,54799.04
44.2,165.3,996.2,7065.02
4.6,239.0,2404.2,14590.5
7.3,149.9,4372.9,41639.16
46.4,481.2,1202.7,10359.27
6.5,163.3,2436.3,14432.5
6.4,58.0,749.7,1981.3
2.8,268.1,2035.9,11211.56
61.3,38.0,968.0,9402.74
47.7,64.2,1881.8,13216.54
23.9,117.5,1930.0,10597.63
20.4,237.5,4966.5,53737.68
23.7,222.3,4974.6,54369.58
50.0,401.8,662.5,7676.77
43.0,372.3,3657.2,34516.31
13.5,218.9,353.6,2207.37
12.8,173.5,247.9,1208.86
8.1,165.1,616.1,2397.04
42.9,389.3,4830.9,54676.62
49.4,35.5,4710.2,51331.35
18.4,16.3,1050.2,4260.38
3.3,399.8,892.2,4296.32
7.1,243.8,1278.6,5422.1
62.0,74.1,2626.2,22535.05
20.3,125.4,2891.6,19592.3
49.7,466.9,1185.8,10261.44
40.7,431.2,3807.5,36826.99
25.7,357.8,1616.8,9359.88
14.8,246.3,4618.4,46977.74
9.5,265.0,3317.9,24966.78
40.1,487.9,2238.1,16615.59
50.0,483.2,3970.6,40989.35
41.9,115.5,4107.8,40098.1
34.9,407.4,1523.4,10550.84
4.6,106.6,1764.6,8252.69
62.0,114.6,4686.2,53944.69
51.5,341.3,907.2,9086.33
20.2,208.5,306.5,2466.73
62.8,466.5,2324.9,22131.52
39.3,53.6,4025.9,38239.53
38.1,260.6,3881.2,36504.05
48.4,460.1,4605.7,51706.9
52.3,453.0,2712.7,24004.13
42.7,86.7,590.3,5309.68
9.9,189.7,2984.6,21142.7
23.0,313.4,3914.1,35017.53
59.5,88.1,557.3,8114.22
15.9,484.3,946.0,5404.71
25.1,458.2,160.2,4456.26
28.8,91.8,3008.9,22425.97
29.2,69.4,4445.0,44111.16
40.0,51.9,3386.3,28619.98
60.5,455.6,4912.0,60279.8
16.9,104.9,408.9,1999.79
9.5,214.0,4524.7,45373.13
14.2,229.9,4088.9,37364.26
57.0,303.5,1639.8,13823.08
42.0,45.2,4870.3,53958.5
19.7,121.1,1510.9,6966.38
52.6,466.4,4457.6,49672.69
55.4,455.1,4415.7,49694.71
54.5,392.8,3812.5,38638.3
59.0,19.5,2861.0,24021.25
17.6,170.2,688.0,3203.21
48.8,317.7,2706.7,22120.05
30.6,144.8,1848.3,10858.46
54.2,455.7,3981.9,41795.11
47.2,320.6,3814.8,37414.53
50.1,45.2,4562.0,49281.55
42.7,455.4,172.7,6431.86
13.0,479.3,4064.6,37967.13
35.8,48.1,4698.5,49729.15
63.0,270.9,3967.6,42687.29
60.1,158.6,738.0,8852.84
4.7,202.5,498.3,2484.41
12.2,98.0,202.1,1153.91
10.2,293.3,3180.9,23587.74
47.0,479.4,3185.4,28762.52
52.7,256.5,4935.9,58025.63
15.2,50.6,2050.4,10717.69
33.4,313.8,1726.3,10639.12
54.1,176.7,3159.7,28165.72
47.4,429.4,4145.5,42892.03
35.6,223.0,4690.2,49849.05
38.6,104.5,4035.3,38032.51
33.5,103.6,2190.7,13529.78
20.4,386.7,3211.1,25477.62
37.0,140.1,4295.9,42993.23
44.7,385.9,2504.0,19396.13
56.1,110.9,1161.8,9924.17
41.5,167.6,931.6,6301.87
49.2,238.1,100.8,6181.62
11.9,472.2,3619.4,30816.23
30.6,466.5,644.4,5390.93
2.6,111.4,1294.8,4968.78
17.3,185.5,1559.6,7369.88
47.0,83.2,2845.9,22367.86
63.5,259.9,2050.0,17641.12
8.1,235.7,3405.9,26730.95
26.9,451.4,372.6,4698.78
51.6,465.7,707.3,8860.69
14.7,197.9,2546.1,15611.48
36.4,251.0,1751.1,11432.97
47.5,449.2,1549.5,12132.09
40.2,405.3,428.4,5871.24
13.7,11.8,4489.0,43887.1
24.0,166.8,3489.9,28259.27
50.6,216.7,695.9,7587.19
36.4,122.6,418.7,4173.89
2.3,107.8,4876.9,50847.35
49.2,28.5,3437.7,30329.98
4.2,325.3,2145.5,12259.87
48.2,138.6,3538.5,32176.79
14.6,35.7,3806.0,31798.74
61.4,123.2,3921.8,40748.94
24.8,402.9,2441.6,16399.86
22.3,427.2,2206.4,14570.66
11.2,246.7,154.0,2127.4
20.9,213.9,4640.1,47852.79
56.4,489.1,3056.2,28974.34
63.8,108.3,1095.5,10991.9
24.8,115.5,4606.1,46416.82
29.8,153.0,4583.2,47128.99
46.8,94.7,4947.0,56010.92
56.9,195.9,4382.9,47559.98
38.8,456.3,4989.1,57428.52
26.3,311.5,1299.0,7173.38
27.6,211.9,4227.0,40601.92
45.1,467.9,4132.8,42079.46
2.2,33.7,1231.6,4194.56
40.4,113.0,582.3,5497.97
24.0,287.3,4899.2,53538.85
51.2,311.6,1550.5,12204.01
7.8,29.4,4367.4,40860.51
38.5,207.5,120.2,4160.33
31.8,328.1,203.0,4152.09
41.8,352.1,2382.8,17907.96
6.0,322.7,1269.7,5587.11
38.0,167.1,3480.2,30290.62
36.8,55.8,2871.3,20750.23
36.8,219.3,479.7,4888.3
39.4,73.1,896.9,5666.16
43.9,474.3,2001.4,15784.18
51.9,242.8,1009.5,9072.19
18.7,165.5,3981.9,35489.88
53.2,385.5,2138.7,17534.28
32.9,254.0,557.8,4611.82
6.8,161.9,2473.3,14349.21
5.6,407.9,545.1,3024.59
22.7,434.9,731.8,4544.17
50.7,339.8,1274.1,10365.25
45.9,33.0,4311.7,43750.12
50.9,287.5,4630.6,51765.98
34.1,384.0,4148.7,40495.01
29.3,76.9,1737.0,9275.71
11.1,122.0,1435.0,6146.03
22.3,442.4,2790.9,20490.75
28.9,19.9,3637.1,30197.9
7.5,378.8,4967.5,54011.63
15.7,242.1,744.7,3389.3
39.1,228.9,341.5,4613.3
47.6,13.5,3502.3,30897.29
63.9,411.5,4177.9,47185.5
59.9,186.3,4247.1,45665.71
41.8,275.0,3424.5,30074.12
28.1,341.9,4774.7,51577.12
41.4,354.3,2603.9,20017.54
50.7,478.4,4577.7,51887.62
9.3,270.4,4842.3,50543.04
27.4,205.9,4251.1,40990.88
54.1,477.3,1617.8,14251.06
25.8,324.6,1061.5,5997.99
37.5,156.1,2785.8,20492.94
38.4,72.0,2319.8,15528.08
13.4,422.9,4401.0,43968.84
24.5,187.5,590.2,3518.15
22.7,333.6,1362.9,7244.88
3.6,240.7,3783.8,32086.15
3.5,107.5,565.4,1597.39
53.6,304.8,1671.7,13660.92
18.9,39.7,1997.1,10610.67
34.1,212.5,3150.7,24419.36
20.5,277.8,874.8,4577.21
60.3,223.7,4317.0,46929.76
18.1,376.8,2293.0,15158.14
28.6,415.7,4593.4,48409.89
56.1,387.9,2392.6,20765.69
54.2,29.0,1447.7,10692.2
13.5,105.1,795.0,2681.95
51.8,272.9,118.4,6425.89
30.4,468.1,2707.6,20897.49
31.9,419.1,625.1,5748.1
10.3,422.8,2019.5,12280.23
7.0,158.6,2987.4,20513.32
47.1,220.4,1450.9,10534.37
32.8,240.6,958.6,5871.02
29.1,87.1,3896.1,34672.19
47.2,25.2,4739.3,51597.3
49.5,474.0,592.2,8197.24
11.9,127.9,862.4,2958.83
39.8,127.6,4804.1,52635.2
10.4,50.9,285.1,1121.79
48.6,465.0,4890.4,57336.45
42.7,294.1,122.8,5724.22
61.3,336.8,4381.0,49265.8
6.3,456.7,1605.9,8767.86
5.5,179.4,4699.1,48228.74
19.5,314.5,1653.0,9300.92
18.2,29.0,3306.1,24959.79
17.3,101.5,492.2,2107.29
58.2,417.3,1287.4,12495.03
17.5,385.7,3891.0,34782.07
18.9,181.8,2690.6,17918.13
49.1,194.6,4647.0,51300.76
29.9,271.4,2200.9,14238.5
50.2,10.1,4362.1,45470.49
6.1,128.2,2299.9,12393.96
32.2,112.0,4898.3,53757.74
4.1,132.7,4803.2,49688.66
5.9,404.9,1712.8,9049.99
58.2,147.0,4441.0,48758.64
10.6,103.8,4253.3,39479.34
35.0,257.1,1132.3,7484.95
27.5,434.2,3159.0,25567.73
23.5,128.3,456.1,2773.09
57.8,48.5,4199.9,43940.17
3.4,184.6,955.3,3905.36
43.2,376.3,447.0,6219.25
61.7,279.8,2061.1,18018.98
36.7,410.2,2926.9,23922.46
60.1,480.2,4289.1,48141.55
5.2,398.4,4873.8,52516.79
28.0,305.9,2253.5,14467.28
18.1,251.7,396.2,2725.02
47.3,29.6,3770.7,35294.16
62.8,492.3,2869.3,27523.69
17.9,197.9,2294.7,13619.01
42.6,84.6,1615.4,10232.04
14.3,336.7,2561.8,16583.79
37.1,149.3,1759.5,10664.83
30.8,297.0,3809.4,34625.31
62.3,297.5,2765.1,25383.67
39.7,228.4,4396.6,45631.91
23.7,419.7,2763.4,20601.66
9.1,139.8,1267.5,4786.91
11.4,229.8,4270.4,40355.63
16.0,273.5,2830.4,19825.06
17.6,335.2,1113.5,6055.31
54.7,394.1,3155.2,29377.54
36.8,203.5,1852.8,11799.05
34.5,326.6,4237.6,42451.77
9.1,83.8,2321.2,12980.63
55.3,467.0,3659.6,36566.1
46.8,197.7,568.1,6339.98
6.2,367.5,2040.5,11881.3
45.9,20.0,4917.9,55104.06
35.7,110.5,4061.5,38382.29
7.1,248.7,883.7,3552.72
30.4,440.3,1461.0,8768.94
32.1,268.4,1716.1,10426.89
12.3,465.6,3286.8,26274.7
60.6,247.1,3809.3,38910.22
54.7,250.3,3772.7,37047.37
43.5,68.7,2598.4,18780.88
30.7,403.3,4073.0,39596.57
27.5,131.0,2241.7,14156.72
42.4,450.8,707.0,7641.71
35.8,456.3,2865.8,22594.13
5.9,472.2,4766.3,50711.44
33.8,264.9,3985.7,37459.37
52.0,341.8,2935.6,25512.49
30.5,391.5,3269.3,27006.16
5.2,74.2,4659.8,46599.31
50.7,304.5,2198.9,17559.96
14.5,26.8,1723.8,7669.02
18.0,253.8,4888.5,52486.11
12.2,85.9,4330.9,40841.69
22.5,99.6,1682.9,8503.06
48.9,188.9,2372.5,18400.35
34.2,221.9,2133.9,13550.93
14.7,315.4,830.6,4145.06
56.4,46.5,4793.3,54367.99
56.5,256.8,2081.1,17048.92
56.0,99.5,4389.1,47133.52
16.8,291.2,1027.8,4981.15
30.0,322.3,2784.6,20409.07
63.1,282.8,217.4,8623.36
49.9,371.8,3844.7,37697.73
3.7,174.4,2946.5,19920.2
6.0,384.9,3165.4,23764.45
30.8,222.1,353.4,3552.73
58.4,247.3,1134.1,11134.55
35.4,327.6,464.2,4823.78
32.9,19.0,1515.7,8228.99
8.5,330.5,3174.5,24229.92
42.7,313.1,2874.3,22780.25
53.0,161.8,3099.5,27014.41
25.6,52.0,2791.3,18782.69
50.1,54.6,1437.8,9313.5
61.8,462.4,1298.1,13084.2
14.6,347.7,771.6,4272.85
34.4,72.3,4260.4,41918.01
19.8,184.8,3120.7,23322.43
51.2,300.3,1013.9,9244.14
37.8,419.4,968.3,7501.99
41.3,31.4,4377.9,44639.03
51.5,126.0,3739.4,36155.71
26.6,446.0,3331.1,27678.93
58.7,14.5,2093.6,15885.4
35.0,108.7,1383.7,7233.34
11.8,479.9,4899.3,53780.67
45.1,310.6,4006.5,39758.1
51.2,138.2,1578.7,11614.04
21.6,42.8,4253.1,39355.33
55.1,23.8,3818.8,36820.49
58.2,129.9,1555.7,12585.11
19.2,441.9,2190.1,14034.29
63.0,213.8,1011.2,10878.84
10.7,363.0,644.2,3244.43
14.5,460.0,3641.5,31202.92
13.4,209.9,1410.8,6726.6
57.4,103.7,4118.3,42805.01
42.6,263.4,4978.5,57248.94
11.4,455.0,475.4,3314.48
29.3,404.1,2417.9,16207.15
40.1,42.3,4030.1,37949.9
7.2,349.4,3965.9,35339.88
56.7,290.2,3824.0,38804.33
51.8,454.7,1810.1,15767.47
33.3,70.0,2323.9,14968.73
62.0,271.7,3015.3,28882.8
27.9,440.9,4872.3,54137.56
63.0,210.9,1705.0,14930.1
43.4,246.2,4623.4,50226.32
41.3,44.5,1419.8,8951.33
12.3,146.3,4946.5,53219.43
56.7,169.0,3384.3,31402.66
28.5,473.1,2371.2,16798.52
12.1,148.5,3105.6,21836.97
2.8,235.8,1435.4,6441.0
36.7,338.9,1443.5,9876.83
34.7,89.5,656.4,4297.26
46.6,248.4,658.8,6611.85
57.2,371.9,1803.6,15558.13
6.9,434.8,3838.0,34017.88
47.4,316.9,3079.1,26565.84
13.6,337.8,602.7,3462.23
55.2,71.9,4276.0,44847.43
52.8,473.4,3046.7,28088.81
35.5,75.0,4808.2,51954.46
46.0,389.6,3383.9,30545.35
21.5,139.8,958.4,4034.73
31.2,467.5,2421.5,17447.75
52.9,362.8,3277.6,30535.79
30.5,379.4,238.5,4319.39
24.2,117.3,173.1,2083.27
32.6,227.1,734.1,5046.59
53.4,312.7,1333.2,11188.72
22.8,387.3,2204.8,14365.41
12.8,60.9,2488.5,14667.24
46.1,481.6,776.3,8189.46
53.2,446.2,3399.6,32564.82
8.2,142.5,3021.1,21222.09
16.9,413.2,1542.9,8370.16
10.8,264.0,166.9,2100.84
23.6,236.3,480.5,3320.69
29.9,164.1,2019.3,12183.35
48.4,294.7,854.5,7833.56
42.4,367.6,1946.4,14106.49
40.5,211.4,3178.1,26543.39
23.8,318.3,2781.5,19701.13
54.2,352.7,1232.8,10721.69
31.2,358.4,1784.7,10968.68
62.7,35.5,3108.8,28069.59
41.3,431.3,4318.2,45294.79
9.8,234.5,3790.7,31947.6
43.9,138.6,2811.7,21757.45
22.2,128.5,1875.2,10097.02
44.6,246.7,1888.8,13435.09
6.3,444.5,4409.1,43548.26
12.8,195.4,292.3,1995.95
55.1,377.4,4941.1,59011.22
16.1,57.4,3355.4,25286.61
53.9,243.3,3437.6,32101.45
19.3,495.9,286.2,4441.3
41.9,387.5,3067.1,26102.97
45.0,113.2,2475.4,18772.29
33.8,255.7,618.3,4765.87
20.9,124.5,1461.8,6831.51
15.2,210.7,4462.5,43579.71
4.1,392.2,2794.9,19035.55
20.8,387.9,2125.7,13734.05
42.5,121.8,456.1,4831.34
60.2,461.9,3599.2,37282.31
56.0,300.4,3544.0,34059.13
49.5,196.2,3108.8,26416.0
50.9,255.9,2600.3,21068.97
43.2,306.5,2225.5,16353.06
18.1,284.3,3007.0,22246.68
58.2,248.3,1243.6,11473.31
43.6,257.4,4712.2,51819.41
36.7,96.4,2985.1,22673.48
8.9,408.2,1624.8,8500.03
29.7,275.5,2303.4,14980.99
30.5,74.2,4047.9,37103.43
55.6,385.4,891.9,10120.64
35.9,466.9,1534.9,10156.91
25.6,474.2,3429.6,29657.77
62.6,190.8,1645.9,14381.41
8.9,76.4,3983.3,34358.38
28.2,264.0,739.2,4874.18
4.6,65.2,3837.2,32337.33
47.9,467.7,434.9,7758.82
58.9,100.0,161.7,7294.28
19.4,133.9,4501.3,44814.55
55.2,209.3,2948.6,25307.2
20.1,197.8,1824.0,9583.29
58.5,399.4,1239.7,11909.84
48.7,233.6,3122.7,27227.64
51.9,93.7,2594.1,20357.55
3.1,140.9,4958.8,52802.3
61.7,259.5,4917.8,59352.02
47.1,82.3,3211.6,26842.64
20.9,309.7,2270.1,14066.01
53.4,287.2,2506.6,21078.21
19.5,360.2,3444.1,28160.32
56.1,469.5,597.7,9386.82
9.0,457.0,1708.9,9235.26
45.6,473.6,468.8,7148.94
35.5,129.9,459.5,4043.29
8.0,74.5,1059.6,3357.33
17.0,158.1,2477.7,14991.05
2.8,448.6,3945.4,35636.38
31.1,486.3,2478.9,17968.69
20.7,431.1,1743.8,10111.49
39.1,63.9,503.5,4068.59
20.4,474.2,2796.4,20574.76
20.6,217.4,1429.2,7321.21
48.1,14.6,3113.2,25968.58
5.0,226.8,4888.2,51472.85
58.0,32.6,645.4,8208.37
54.8,276.5,1139.4,10055.57
43.4,175.9,2418.2,17898.38
38.8,242.0,4846.2,53605.45
57.3,310.5,3881.9,39638.57
13.5,435.7,4501.3,45459.65
6.9,334.3,1735.2,8907.26
16.8,222.7,4961.0,53874.58
51.3,411.5,603.9,8373.6
4.1,453.7,359.6,2729.86
38.1,68.7,4292.5,42186.51
63.7,270.6,4643.6,54086.03
55.1,149.4,543.9,7380.07
34.3,33.1,655.8,3905.17
5.9,337.6,262.6,2041.48
53.5,432.8,612.1,8808.06
39.1,89.8,1126.2,7344.54
9.1,408.1,4853.4,51908.87
7.8,428.2,3372.5,26864.51
58.4,458.0,3914.9,41473.77
43.5,140.0,3903.1,36836.83
53.4,452.9,2721.9,24108.1
56.5,167.1,4007.7,40850.84
37.4,280.6,3019.5,24607.97
34.1,34.7,1641.3,9042.12
28.7,31.5,2849.4,19623.94
21.7,363.0,2714.2,19044.66
28.9,227.8,4134.9,39258.73
50.0,135.6,4910.5,56598.33
39.3,103.3,2114.1,13450.68
57.3,338.3,3840.6,39173.28
29.5,10.2,588.8,2942.69
39.6,404.9,3906.5,37794.55
41.1,48.8,1919.9,12020.42
38.7,103.8,293.0,3633.08
45.6,199.3,1879.9,13079.66
16.7,247.6,3092.1,22785.67
33.8,183.9,684.3,4577.08
8.5,167.1,4627.8,46580.46
25.8,482.3,480.6,5012.02
32.2,324.4,4657.0,49660.09
42.4,21.5,3565.0,31065.83
60.9,220.8,1715.6,14245.85
39.2,438.8,2014.7,14458.2
48.1,157.7,3730.0,35312.93
33.4,56.3,3047.2,22760.32
41.3,381.6,3391.1,29954.31
6.4,306.9,2006.9,11502.31
17.8,289.5,2490.3,16529.45
24.4,36.3,4950.4,53319.57
31.3,78.8,1148.2,6134.81
4.8,315.0,2147.5,11597.58
10.7,111.8,1529.9,6343.41
19.2,257.0,3849.0,33806.37
62.2,277.0,3843.7,39999.77
22.5,148.9,1533.0,7451.86
31.9,474.7,498.8,4796.03
14.2,422.8,156.0,3071.07
39.9,364.0,2194.5,16016.31
19.4,48.2,2110.7,11709.33
14.8,62.0,4943.1,52229.9
34.0,251.5,2402.0,16347.64
2.3,88.7,1356.5,4336.94
2.5,489.4,4467.0,44724.18
15.6,87.7,2506.2,15305.03
4.3,248.9,3036.0,21306.42
8.7,188.4,568.8,2846.78
23.0,323.3,1976.3,11756.27
51.8,73.2,4726.7,52653.45
37.5,220.9,2988.6,23125.97
33.8,144.6,1788.1,10621.06
20.2,445.0,3165.8,24523.0
59.8,29.9,4561.0,50912.9
26.6,457.7,1442.6,9097.77
7.4,418.2,2575.1,17360.31
40.3,155.8,4797.6,52342.71
9.1,396.8,944.7,4735.57
23.4,25.3,3626.4,29821.17
33.5,483.8,3111.0,25939.48
56.2,268.0,3430.4,32386.44
32.6,158.6,1821.0,10133.57
45.5,187.7,1638.0,11381.86
63.6,42.5,3452.6,33222.04
10.2,494.8,1156.2,6091.39
19.0,29.3,2156.3,11788.81
26.5,330.9,1022.1,5973.28
28.2,226.9,140.7,2816.82
27.5,475.0,4853.3,53259.96
58.3,130.5,2215.3,17702.49
46.3,270.7,4849.8,55704.92
39.7,246.4,787.6,6353.6
21.2,354.4,2978.1,22292.93
53.1,43.3,1084.8,8503.99
61.2,105.0,3971.4,40987.03
52.9,115.1,3940.1,39295.2
2.1,371.7,651.8,3109.87
41.5,102.7,4569.1,48252.96
5.2,291.0,1053.7,4408.8
18.0,115.5,3103.6,22872.61
5.7,432.2,4929.6,53725.75
39.4,471.7,4423.7,47292.04
44.6,264.1,4787.2,53422.56
9.1,182.6,1778.7,8850.98
25.8,124.7,617.3,3280.39
30.3,34.4,1022.9,4935.23
24.9,141.6,2552.4,16998.79
9.5,330.6,3986.8,35650.7
28.0,271.5,835.8,5106.39
48.6,472.6,3332.7,31012.79
6.4,204.2,1685.5,8015.21
7.0,350.0,1771.9,9164.72
24.0,249.8,3343.4,27292.33
60.4,261.2,2388.3,20411.78
43.5,141.2,4079.0,40237.21
